itm_1164|Dummy first line
itm_pestigor_axe_pl|纳 垢 野 兽 人 斧 
itm_beastmen_great_axe|巨 斧 
itm_beastmen_great_axe_pl|巨 斧 
itm_bigger_club|巨 棒 
itm_bigger_club_pl|巨 棒 
itm_big_club|巨 棒 
itm_big_club_pl|巨 棒 
itm_herald_twohand|先 驱 之 斧 
itm_herald_twohand_pl|先 驱 之 斧 
itm_troll_club|巨 魔 大 棒 
itm_troll_club_pl|巨 魔 大 棒 
itm_troll_club_twohand|巨 魔 大 斧 
itm_troll_club_twohand_pl|巨 魔 大 斧 
itm_troll_club3|巨 魔 大 棒 
itm_troll_club3_pl|巨 魔 大 棒 
itm_chaos_troll_clawattack|巨 魔 利 爪 
itm_chaos_troll_clawattack_pl|巨 魔 利 爪 
itm_ogre_mace|食 人 魔 铁 杖 
itm_ogre_mace_pl|食 人 魔 铁 杖 
itm_ogre_club|食 人 魔 木 棒 
itm_ogre_club_pl|食 人 魔 木 棒 
itm_ogre_pit_sword|食 人 魔 钝 剑 
itm_ogre_pit_sword_pl|食 人 魔 钝 剑 
itm_ogre_choppa|食 人 魔 砍 刀 
itm_ogre_choppa_pl|食 人 魔 砍 刀 
itm_ogre_choppa2|阿 拉 比 食 人 魔 砍 刀 
itm_ogre_choppa2_pl|阿 拉 比 食 人 魔 砍 刀 
itm_ogre_choppa3|食 人 魔 砍 刀 
itm_ogre_choppa3_pl|食 人 魔 砍 刀 
itm_minotaur_axe|牛 头 怪 斧 
itm_minotaur_axe_pl|牛 头 怪 斧 
itm_minotaur_axe2|牛 头 怪 斧 
itm_minotaur_axe2_pl|牛 头 怪 斧 
itm_minotaur_axe3|牛 头 怪 斧 
itm_minotaur_axe3_pl|牛 头 怪 斧 
itm_gorger_clawattack|食 人 魔 利 爪 
itm_gorger_clawattack_pl|食 人 魔 利 爪 
itm_ogrelix_clawattack|食 人 魔 铁 拳 
itm_ogrelix_clawattack_pl|食 人 魔 铁 拳 
itm_ogre_two_hand_choppa|食 人 魔 双 手 砍 刀 
itm_ogre_two_hand_choppa_pl|食 人 魔 双 手 砍 刀 
itm_ogre_anchor|食 人 魔 铁 锚 
itm_ogre_anchor_pl|食 人 魔 铁 锚 
itm_ogre_club_twohand|食 人 魔 巨 棒
itm_ogre_club_twohand_pl|食 人 魔 巨 棒
itm_giants_mace|巨 人 钉 头 锤
itm_giants_mace_pl|巨 人 钉 头 锤
itm_mar_axe|混 沌 手 斧 
itm_mar_axe_pl|混 沌 手 斧 
itm_mar_axe2|混 沌 手 斧 
itm_mar_axe2_pl|混 沌 手 斧 
itm_marauder_handaxe|掠 夺 者 斧 
itm_marauder_handaxe_pl|掠 夺 者 斧 
itm_marauder_handaxe2|掠 夺 者 斧 
itm_marauder_handaxe2_pl|掠 夺 者 斧 
itm_marauder_axe|掠 夺 者 战 斗 手 斧 
itm_marauder_axe_pl|掠 夺 者 战 斗 手 斧 
itm_marauder_axe2|掠 夺 者 战 斗 手 斧 
itm_marauder_axe2_pl|掠 夺 者 战 斗 手 斧 
itm_marauder_war_axe|掠 夺 者 战 斧 
itm_marauder_war_axe_pl|掠 夺 者 战 斧 
itm_marauder_war_axe2|掠 夺 者 战 斧 
itm_marauder_war_axe2_pl|掠 夺 者 战 斧 
itm_marauder_war_axe3|掠 夺 者 战 斧 
itm_marauder_war_axe3_pl|掠 夺 者 战 斧 
itm_marauder_mace|掠 夺 者 棒 
itm_marauder_mace_pl|掠 夺 者 棒 
itm_military_sickle_a|掠 夺 者 镰 刀 
itm_military_sickle_a_pl|掠 夺 者 镰 刀 
itm_marauder_pick|掠 夺 者 铁 镐 
itm_marauder_pick_pl|掠 夺 者 铁 镐 
itm_nurgle_pick|纳 垢 铁 镐 
itm_nurgle_pick_pl|纳 垢 铁 镐 
itm_slaanesh_sword|色 孽 剑 
itm_slaanesh_sword_pl|色 孽 剑 
itm_marauder_sword2|坑 斗 剑
itm_marauder_sword2_pl|坑 斗 剑
itm_marauder_sword3|掠 夺 者 战 剑 
itm_marauder_sword3_pl|掠 夺 者 战 剑 
itm_marauder_bat_axe|掠 夺 者 战 斧
itm_marauder_bat_axe_pl|掠 夺 者 战 斧
itm_marauder_bat_axe2|掠 夺 者 战 斧
itm_marauder_bat_axe2_pl|掠 夺 者 战 斧
itm_marauder_bat_axe3|掠 夺 者 族 长 斧 
itm_marauder_bat_axe3_pl|掠 夺 者 族 长 斧 
itm_marauder_berserk_axe|掠 夺 者 巨 斧 
itm_marauder_berserk_axe_pl|掠 夺 者 巨 斧 
itm_marauder_spear|长 矛 
itm_marauder_spear_pl|长 矛 
itm_marauder_war_spear|战 争 长 矛 
itm_marauder_war_spear_pl|战 争 长 矛 
itm_trident|混 沌 三 叉 戟 
itm_trident_pl|混 沌 三 叉 戟 
itm_chaos_bat_axe4|混 沌 勇 士 斧 
itm_chaos_bat_axe4_pl|混 沌 勇 士 斧 
itm_chaos_bat_axe|混 沌 勇 士 斧 
itm_chaos_bat_axe_pl|混 沌 勇 士 斧 
itm_chaos_bat_axe2|混 沌 勇 士 斧
itm_chaos_bat_axe2_pl|混 沌 勇 士 斧
itm_aarbal_axe|混 沌 恐 虐 斧 
itm_aarbal_axe_pl|混 沌 恐 虐 斧 
itm_chaos_bat_axe3|混 沌 神 选 者 战 斧
itm_chaos_bat_axe3_pl|混 沌 神 选 者 战 斧
itm_chaos_mace|混 沌 勇 士 钉 头 锤
itm_chaos_mace_pl|混 沌 勇 士 钉 头 锤
itm_chaos_mace2|混 沌 骑 士 钉 头 锤
itm_chaos_mace2_pl|混 沌 骑 士 钉 头 锤
itm_chaos_mace3|纳 垢 钉 头 锤
itm_chaos_mace3_pl|纳 垢 钉 头 锤
itm_nurgle_mace|纳 垢 钉 头 锤
itm_nurgle_mace_pl|纳 垢 钉 头 锤
itm_chaos_sword1|混 沌 剑 
itm_chaos_sword1_pl|混 沌 剑 
itm_chaos_sword2|混 沌 骑 士 剑 
itm_chaos_sword2_pl|混 沌 骑 士 剑 
itm_chaos_sword3|混 沌 冠 军 剑
itm_chaos_sword3_pl|混 沌 冠 军 剑
itm_chaos_sword4|混 沌 领 主 剑 
itm_chaos_sword4_pl|混 沌 领 主 剑 
itm_chaos_sword5|混 沌 大 领 主 剑 
itm_chaos_sword5_pl|混 沌 大 领 主 剑 
itm_nurgle_prince_sword|混 沌 纳 垢 王 子 剑 
itm_nurgle_prince_sword_pl|混 沌 纳 垢 王 子 剑 
itm_tzeentch_prince_sword|混 沌 奸 奇 王 子 剑 
itm_tzeentch_prince_sword_pl|混 沌 奸 奇 王 子 剑 
itm_khorne_chosen_sword|恐 虐 神 选 者 剑
itm_khorne_chosen_sword_pl|恐 虐 神 选 者 剑
itm_hellblade|地 狱 之 刃 
itm_hellblade_pl|地 狱 之 刃 
itm_valkia_hellblade|地 狱 之 刃 
itm_valkia_hellblade_pl|地 狱 之 刃 
itm_plaguebearer_sword|瘟 疫 使 者 剑 
itm_plaguebearer_sword_pl|瘟 疫 使 者 剑 
itm_nurgle_sword_and_bell|纳 垢 剑 与 铃
itm_nurgle_sword_and_bell_pl|纳 垢 剑 与 铃
itm_nurgle_sword_and_bell_lefthand|纳 垢 剑 与 铃
itm_nurgle_sword_and_bell_lefthand_pl|纳 垢 剑 与 铃
itm_thrud_axe|斯 露 德 之 斧 
itm_thrud_axe_pl|斯 露 德 之 斧 
itm_bear_clawattack|熊 爪 
itm_bear_clawattack_pl|熊 爪 
itm_slaangor_clawattack|色 孽 野 兽 人 利 爪 
itm_slaangor_clawattack_pl|色 孽 野 兽 人 利 爪 
itm_slaangor_champion_clawattack|色 孽 野 兽 人 冠 军 利 爪
itm_slaangor_champion_clawattack_pl|色 孽 野 兽 人 冠 军 利 爪
itm_slaanesh_daemon_clawattack|色 孽 恶 魔 利 爪 
itm_slaanesh_daemon_clawattack_pl|色 孽 恶 魔 利 爪 
itm_daemonette_clawattack|欲 魔 利 爪
itm_daemonette_clawattack_pl|欲 魔 利 爪
itm_flamer_clawattack|火 妖 利 爪 
itm_flamer_clawattack_pl|火 妖 利 爪 
itm_exalted_flamer_clawattack|高 等 火 妖 利 爪 
itm_exalted_flamer_clawattack_pl|高 等 火 妖 利 爪 
itm_zealot_sword|狂 热 者 剑 
itm_zealot_sword_pl|狂 热 者 剑 
itm_tzeentch_sword|奸 奇 剑 
itm_tzeentch_sword_pl|奸 奇 剑 
itm_zealot_shortsword|狂 热 者 短 剑 
itm_zealot_shortsword_pl|狂 热 者 短 剑 
itm_zealot_dagger|狂 热 者 匕 首 
itm_zealot_dagger_pl|狂 热 者 匕 首 
itm_crusher_halberd1|混 沌 战 车 乘 员 长 戟
itm_crusher_halberd1_pl|混 沌 战 车 乘 员 长 戟
itm_crusher_halberd2|混 沌 重 戟 
itm_crusher_halberd2_pl|混 沌 重 戟 
itm_crusher_halberd3|混 沌 重 戟 
itm_crusher_halberd3_pl|混 沌 重 戟 
itm_pit_mace|坑 斗 钉 头 锤
itm_pit_mace_pl|坑 斗 钉 头 锤
itm_chaos_lance|混 沌 骑 枪 
itm_chaos_lance_pl|混 沌 骑 枪 
itm_chaos_heavy_lance|混 沌 重 型 骑 枪 
itm_chaos_heavy_lance_pl|混 沌 重 型 骑 枪 
itm_haargroth_axe|哈 格 斯 之 斧 
itm_haargroth_axe_pl|哈 格 斯 之 斧 
itm_valnir_flail|瓦 尔 尼 链 锤 
itm_valnir_flail_pl|瓦 尔 尼 链 锤 
itm_slaanesh_axe|色 孽 斧 
itm_slaanesh_axe_pl|色 孽 斧 
itm_khorne_axe|恐 虐 斧 
itm_khorne_axe_pl|恐 虐 斧 
itm_tzeentch_spear|奸 奇 变 化 之 矛
itm_tzeentch_spear_pl|奸 奇 变 化 之 矛
itm_slaanesh_sabre|色 孽 军 刀 
itm_slaanesh_sabre_pl|色 孽 军 刀 
itm_slaanesh_staffspear|色 孽 杖 矛
itm_slaanesh_staffspear_pl|色 孽 杖 矛
itm_tzeentch_chosen_sword|神 选 奸 奇 骑 士 剑 
itm_tzeentch_chosen_sword_pl|神 选 奸 奇 骑 士 剑 
itm_harry_hammer|哈 里 之 锤
itm_harry_hammer_pl|哈 里 之 锤
itm_aekold_sword|艾 考 德 之 剑 
itm_aekold_sword_pl|艾 考 德 之 剑 
itm_chaosdwarf_axe|混 沌 矮 人 斧 
itm_chaosdwarf_axe_pl|混 沌 矮 人 斧 
itm_chaosdwarf_fight_axe|混 沌 矮 人 战 斧 
itm_chaosdwarf_fight_axe_pl|混 沌 矮 人 战 斧 
itm_chaosdwarf_long_axe|混 沌 矮 人 双 手 斧 
itm_chaosdwarf_long_axe_pl|混 沌 矮 人 双 手 斧 
itm_chaos_dwarf_catcher|捕 捉 器 
itm_chaos_dwarf_catcher_pl|捕 捉 器 
itm_chaos_dwarf_two_handed_axe|混 沌 矮 人 双 手 斧 
itm_chaos_dwarf_two_handed_axe_pl|混 沌 矮 人 双 手 斧 
itm_chaos_dwarf_two_handed_axe_2|混 沌 矮 人 双 手 斧 
itm_chaos_dwarf_two_handed_axe_2_pl|混 沌 矮 人 双 手 斧 
itm_chaos_dwarf_two_handed_axe_3|混 沌 矮 人 双 手 斧 
itm_chaos_dwarf_two_handed_axe_3_pl|混 沌 矮 人 双 手 斧 
itm_kdaai_axe|凯 达 之 斧 
itm_kdaai_axe_pl|凯 达 之 斧 
itm_chaos_dwarf_warhammer|混 沌 矮 人 战 锤 
itm_chaos_dwarf_warhammer_pl|混 沌 矮 人 战 锤 
itm_chaos_dwarf_warhammer2|混 沌 矮 人 战 锤 
itm_chaos_dwarf_warhammer2_pl|混 沌 矮 人 战 锤 
itm_chaos_dwarf_fighting_axe|混 沌 矮 人 战 斗 斧 
itm_chaos_dwarf_fighting_axe_pl|混 沌 矮 人 战 斗 斧 
itm_chaos_dwarf_fighting_axe_2|混 沌 矮 人 战 斗 斧 
itm_chaos_dwarf_fighting_axe_2_pl|混 沌 矮 人 战 斗 斧 
itm_chaos_dwarf_fighting_axe_3|混 沌 矮 人 战 斗 斧 
itm_chaos_dwarf_fighting_axe_3_pl|混 沌 矮 人 战 斗 斧 
itm_chaos_dwarf_fighting_axe_4|混 沌 矮 人 战 斗 斧 
itm_chaos_dwarf_fighting_axe_4_pl|混 沌 矮 人 战 斗 斧 
itm_chaos_dwarf_fighting_axe_5|混 沌 矮 人 附 魔 战 斧
itm_chaos_dwarf_fighting_axe_5_pl|混 沌 矮 人 附 魔 战 斧
itm_chaos_dwarf_fighting_axe_6|混 沌 矮 人 附 魔 战 斧
itm_chaos_dwarf_fighting_axe_6_pl|混 沌 矮 人 附 魔 战 斧
itm_chaos_dwarf_one_handed_hammer|混 沌 矮 人 单 手 锤
itm_chaos_dwarf_one_handed_hammer_pl|混 沌 矮 人 单 手 锤
itm_chaosdwarf_battle_sceptre|混 沌 矮 人 战 斗 权 杖 
itm_chaosdwarf_battle_sceptre_pl|混 沌 矮 人 战 斗 权 杖 
itm_chaosdwarf_battle_sceptre2|混 沌 矮 人 战 斗 权 杖 
itm_chaosdwarf_battle_sceptre2_pl|混 沌 矮 人 战 斗 权 杖 
itm_hobgoblin_cleaver|大 地 精 屠 刀
itm_hobgoblin_cleaver_pl|大 地 精 屠 刀
itm_medal|竞 技 勋 章 
itm_medal_pl|竞 技 勋 章 
itm_nurgling_dagger|纳 垢 灵 攻 击
itm_nurgling_dagger_pl|纳 垢 灵 攻 击
itm_plaguebearer_dagger|瘟 疫 使 者 攻 击
itm_plaguebearer_dagger_pl|瘟 疫 使 者 攻 击
itm_goblin_hatchet|地 精 手 斧 
itm_goblin_hatchet_pl|地 精 手 斧 
itm_goblin_elite_axe|地 精 精 英 手 斧 
itm_goblin_elite_axe_pl|地 精 精 英 手 斧 
itm_goblin_scalp_axe|地 精 剥 皮 斧 
itm_goblin_scalp_axe_pl|地 精 剥 皮 斧 
itm_goblin_wolf_axe|狼 骑 兵 手 斧 
itm_goblin_wolf_axe_pl|狼 骑 兵 手 斧 
itm_warboss_axe|格 罗 姆 之 斧 
itm_warboss_axe_pl|格 罗 姆 之 斧 
itm_highelf_short_sword|高 精 灵 短 剑 
itm_highelf_short_sword_pl|高 精 灵 短 剑 
itm_silverhelm_sword|银 盔 骑 士 剑
itm_silverhelm_sword_pl|银 盔 骑 士 剑
itm_dragonguard_sword|巨 龙 护 卫 剑 
itm_dragonguard_sword_pl|巨 龙 护 卫 剑 
itm_shadow_sword|暗 影 双 剑 
itm_shadow_sword_pl|暗 影 双 剑 
itm_shadow_sword_lefthand|暗 影 左 手 剑 
itm_shadow_sword_lefthand_pl|暗 影 左 手 剑 
itm_elf_two_handed_sword|剑 圣 之 剑
itm_elf_two_handed_sword_pl|剑 圣 之 剑
itm_bladelord_sword|剑 刃 领 主 剑 
itm_bladelord_sword_pl|剑 刃 领 主 剑 
itm_elf_long_sword|高 精 灵 长 剑 
itm_elf_long_sword_pl|高 精 灵 长 剑 
itm_highhelm_sword|高 级 指 挥 官 剑 
itm_highhelm_sword_pl|高 级 指 挥 官 剑 
itm_sunfang|日 牙 
itm_sunfang_pl|日 牙 
itm_elf_lance|高 精 灵 骑 枪 
itm_elf_lance_pl|高 精 灵 骑 枪 
itm_silverhelm_lance|银 盔 骑 士 骑 枪
itm_silverhelm_lance_pl|银 盔 骑 士 骑 枪
itm_elflionaxe|高 精 灵 巨 斧 
itm_elflionaxe_pl|高 精 灵 巨 斧 
itm_elf_poleaxe|凤 凰 长 柄 斧 
itm_elf_poleaxe_pl|凤 凰 长 柄 斧 
itm_teclis_sword|学 识 大 师 之 剑
itm_teclis_sword_pl|学 识 大 师 之 剑
itm_caradryn|凤 凰 之 刃 
itm_caradryn_pl|凤 凰 之 刃 
itm_elflionaxe2|高 精 灵 巨 斧 
itm_elflionaxe2_pl|高 精 灵 巨 斧 
itm_elven_axe3|高 精 灵 骑 士 斧 
itm_elven_axe3_pl|高 精 灵 骑 士 斧 
itm_elf_spear_new|高 精 灵 矛 
itm_elf_spear_new_pl|高 精 灵 矛 
itm_elf_spear2_new|高 精 灵 矛 
itm_elf_spear2_new_pl|高 精 灵 矛 
itm_elf_spear3_new|高 精 灵 哨 兵 矛 
itm_elf_spear3_new_pl|高 精 灵 哨 兵 矛 
itm_elven_dagger|高 精 灵 匕 首 
itm_elven_dagger_pl|高 精 灵 匕 首 
itm_elven_dagger2|高 精 灵 匕 首 
itm_elven_dagger2_pl|高 精 灵 匕 首 
itm_elven_dagger3|高 精 灵 匕 首 
itm_elven_dagger3_pl|高 精 灵 匕 首 
itm_elven_spear|高 精 灵 长 矛 
itm_elven_spear_pl|高 精 灵 长 矛 
itm_elven_spear2|高 精 灵 长 矛 
itm_elven_spear2_pl|高 精 灵 长 矛 
itm_elven_blade|高 精 灵 剑 
itm_elven_blade_pl|高 精 灵 剑 
itm_woodelven_blade|木 精 灵 刻 纹 剑
itm_woodelven_blade_pl|木 精 灵 刻 纹 剑
itm_aspect_blade|高 精 灵 宽 剑 
itm_aspect_blade_pl|高 精 灵 宽 剑 
itm_aspect_blades|战 舞 者 双 剑 
itm_aspect_blades_pl|战 舞 者 双 剑 
itm_aspect_blades_lefthand|战 舞 者 左 手 剑 
itm_aspect_blades_lefthand_pl|战 舞 者 左 手 剑 
itm_elven_staffspear|精 灵 杖 矛
itm_elven_staffspear_pl|精 灵 杖 矛
itm_elven_staffspear2|精 灵 杖 矛
itm_elven_staffspear2_pl|精 灵 杖 矛
itm_woodshadow_blade|精 灵 暗 影 之 刃
itm_woodshadow_blade_pl|精 灵 暗 影 之 刃
itm_wardancer_blade|战 舞 者 之 剑 
itm_wardancer_blade_pl|战 舞 者 之 剑 
itm_wardancer_two_handed|剑 咏 者 之 剑 
itm_wardancer_two_handed_pl|剑 咏 者 之 剑 
itm_elven_lance|高 精 灵 骑 枪 
itm_elven_lance_pl|高 精 灵 骑 枪 
itm_wildwood_glaive|游 侠 长 柄 刀
itm_wildwood_glaive_pl|游 侠 长 柄 刀
itm_wildwood_glaive2|游 侠 长 柄 刀
itm_wildwood_glaive2_pl|游 侠 长 柄 刀
itm_wildwood_glaive3|游 侠 形 意 长 柄 刀
itm_wildwood_glaive3_pl|游 侠 形 意 长 柄 刀
itm_woodelf_axe|木 精 灵 斧 
itm_woodelf_axe_pl|木 精 灵 斧 
itm_woodelf_axe2|木 精 灵 斧 
itm_woodelf_axe2_pl|木 精 灵 斧 
itm_woodelf_axe3|木 精 灵 形 意 斧
itm_woodelf_axe3_pl|木 精 灵 形 意 斧
itm_glade_lance|林 地 骑 枪 
itm_glade_lance_pl|林 地 骑 枪 
itm_treekin_attack|树 人 利 爪 
itm_treekin_attack_pl|树 人 利 爪 
itm_dryad_attack|树 精 利 爪 
itm_dryad_attack_pl|树 精 利 爪 
itm_gekokujo_katana_7|武 士 刀 
itm_gekokujo_katana_7_pl|武 士 刀 
itm_gekokujo_nodachi_4|野 太 刀 
itm_gekokujo_nodachi_4_pl|野 太 刀 
itm_gekokujo_nodachi_1|野 太 刀 
itm_gekokujo_nodachi_1_pl|野 太 刀 
itm_gekokujo_nodachi_10|野 太 刀 
itm_gekokujo_nodachi_10_pl|野 太 刀 
itm_gekokujo_nodachi_5|野 太 刀 
itm_gekokujo_nodachi_5_pl|野 太 刀 
itm_gekokujo_wakizashi_10|协 差 
itm_gekokujo_wakizashi_10_pl|协 差 
itm_gekokujo_wakizashi_5|协 差 
itm_gekokujo_wakizashi_5_pl|协 差 
itm_gekokujo_tachi_2|太 刀 
itm_gekokujo_tachi_2_pl|太 刀 
itm_gekokujo_tachi_1|双 太 刀
itm_gekokujo_tachi_1_pl|双 太 刀
itm_gekokujo_tachi_1_lefthand|左 手 太 刀
itm_gekokujo_tachi_1_lefthand_pl|左 手 太 刀
itm_gekokujo_nagamaki_5|长 太 刀 
itm_gekokujo_nagamaki_5_pl|长 太 刀 
itm_gekokujo_naginata_4|眉 尖 刀 
itm_gekokujo_naginata_4_pl|眉 尖 刀 
itm_gekokujo_naginata_5|眉 尖 刀 
itm_gekokujo_naginata_5_pl|眉 尖 刀 
itm_gekokujo_naginata_10|眉 尖 刀 
itm_gekokujo_naginata_10_pl|眉 尖 刀 
itm_gekokujo_fukuro_yari_3|武 士 骑 枪 
itm_gekokujo_fukuro_yari_3_pl|武 士 骑 枪 
itm_gekokujo_yari_3|武 士 长 矛 
itm_gekokujo_yari_3_pl|武 士 长 矛 
itm_gekokujo_katakama_yari_1|旗 本 骑 枪 
itm_gekokujo_katakama_yari_1_pl|旗 本 骑 枪 
itm_lord_nodachi|大 名 野 太 刀 
itm_lord_nodachi_pl|大 名 野 太 刀 
itm_gekokujo_ninjato_1|忍 者 刀 
itm_gekokujo_ninjato_1_pl|忍 者 刀 
itm_gekokujo_ninjato_4|忍 者 刀 
itm_gekokujo_ninjato_4_pl|忍 者 刀 
itm_gekokujo_konsaibo_1|金 碎 棒
itm_gekokujo_konsaibo_1_pl|金 碎 棒
itm_sumo_konsaibo_1|金 棒 
itm_sumo_konsaibo_1_pl|金 棒 
itm_gekokujo_nodachi_big|野 太 刀 
itm_gekokujo_nodachi_big_pl|野 太 刀 
itm_sumo_konsaibo_big|金 棒 
itm_sumo_konsaibo_big_pl|金 棒 
itm_empire_lance|帝 国 骑 枪 
itm_empire_lance_pl|帝 国 骑 枪 
itm_empire_heavy_lance|帝 国 重 骑 枪 
itm_empire_heavy_lance_pl|帝 国 重 骑 枪 
itm_empire_lord_lance|帝 国 领 主 骑 枪 
itm_empire_lord_lance_pl|帝 国 领 主 骑 枪 
itm_panther_lance|黑 豹 骑 士 骑 枪 
itm_panther_lance_pl|黑 豹 骑 士 骑 枪 
itm_imperial_one_handed_hammer|帝 国 单 手 锤 
itm_imperial_one_handed_hammer_pl|帝 国 单 手 锤 
itm_statue_hammer|雕 像 锤 
itm_statue_hammer_pl|雕 像 锤 
itm_imperial_spiked_mace|帝 国 尖 钉 锤 
itm_imperial_spiked_mace_pl|帝 国 尖 钉 锤 
itm_imperial_pickaxe|帝 国 镐 
itm_imperial_pickaxe_pl|帝 国 镐 
itm_flamberge|双 手 剑 
itm_flamberge_pl|双 手 剑 
itm_flamberge2|双 手 剑 
itm_flamberge2_pl|双 手 剑 
itm_flamberge3|双 手 剑 
itm_flamberge3_pl|双 手 剑 
itm_sword_empire_a|帝 国 剑 
itm_sword_empire_a_pl|帝 国 剑 
itm_sword_empire_b|帝 国 剑 
itm_sword_empire_b_pl|帝 国 剑 
itm_sword_empire_b_small|帝 国 短 剑 
itm_sword_empire_b_small_pl|帝 国 短 剑 
itm_sword_empire_c|帝 国 武 装 剑 
itm_sword_empire_c_pl|帝 国 武 装 剑 
itm_sword_empire_c_small|帝 国 武 装 短 剑 
itm_sword_empire_c_small_pl|帝 国 武 装 短 剑 
itm_sword_empire_c_long|帝 国 武 装 剑 
itm_sword_empire_c_long_pl|帝 国 武 装 剑 
itm_sword_empire_d_long|帝 国 武 装 长 剑 
itm_sword_empire_d_long_pl|帝 国 武 装 长 剑 
itm_empire_bastard_sword_a|帝 国 大 剑 
itm_empire_bastard_sword_a_pl|帝 国 大 剑 
itm_empire_bastard_sword_b|重 型 大 剑 
itm_empire_bastard_sword_b_pl|重 型 大 剑 
itm_witch_rapier|猎 巫 人 轻 剑 
itm_witch_rapier_pl|猎 巫 人 轻 剑 
itm_witch_sword|猎 巫 人 剑 
itm_witch_sword_pl|猎 巫 人 剑 
itm_empire_sword_two_handed_b|双 手 剑 
itm_empire_sword_two_handed_b_pl|双 手 剑 
itm_empire_sword_two_handed_a|帝 国 巨 剑 
itm_empire_sword_two_handed_a_pl|帝 国 巨 剑 
itm_empire_sword_of_war|帝 国 领 主 巨 剑 
itm_empire_sword_of_war_pl|帝 国 领 主 巨 剑 
itm_sword_empire_elite1|帝 国 长 剑 
itm_sword_empire_elite1_pl|帝 国 长 剑 
itm_sword_empire_elite2|帝 国 长 剑 
itm_sword_empire_elite2_pl|帝 国 长 剑 
itm_sword_empire_elite3|帝 国 长 剑 
itm_sword_empire_elite3_pl|帝 国 长 剑 
itm_sword_empire_elite4|帝 国 长 剑 
itm_sword_empire_elite4_pl|帝 国 长 剑 
itm_empire_warhammer2|帝 国 战 锤 
itm_empire_warhammer2_pl|帝 国 战 锤 
itm_empire_warhammer3|帝 国 战 锤 
itm_empire_warhammer3_pl|帝 国 战 锤 
itm_empire_warhammer4|帝 国 战 锤 
itm_empire_warhammer4_pl|帝 国 战 锤 
itm_empire_warhammer5|帝 国 战 锤 
itm_empire_warhammer5_pl|帝 国 战 锤 
itm_empire_warhammer|帝 国 牧 师 锤 
itm_empire_warhammer_pl|帝 国 牧 师 锤 
itm_wolf_warhammer|白 狼 骑 士 锤 
itm_wolf_warhammer_pl|白 狼 骑 士 锤 
itm_wolf_warhammer2|白 狼 牧 师 锤 
itm_wolf_warhammer2_pl|白 狼 牧 师 锤 
itm_blitzbeil|贝 雷 兹 贝 尔 
itm_blitzbeil_pl|贝 雷 兹 贝 尔 
itm_empire_poleaxe1|帝 国 长 戟 
itm_empire_poleaxe1_pl|帝 国 长 戟 
itm_empire_poleaxe2|帝 国 长 戟 
itm_empire_poleaxe2_pl|帝 国 长 戟 
itm_empire_poleaxe3|帝 国 长 戟 
itm_empire_poleaxe3_pl|帝 国 长 戟 
itm_empire_halberd1|帝 国 重 戟 
itm_empire_halberd1_pl|帝 国 重 戟 
itm_empire_halberd2|帝 国 重 戟 
itm_empire_halberd2_pl|帝 国 重 戟 
itm_empire_halberd3|帝 国 轻 型 长 戟
itm_empire_halberd3_pl|帝 国 轻 型 长 戟
itm_helhunten_halberd|赫 尔 亨 滕 长 戟
itm_helhunten_halberd_pl|赫 尔 亨 滕 长 戟
itm_empire_boar_spear_1|帝 国 长 矛 
itm_empire_boar_spear_1_pl|帝 国 长 矛 
itm_empire_boar_spear_2|帝 国 长 矛 
itm_empire_boar_spear_2_pl|帝 国 长 矛 
itm_vanklumpf_falchion|凡 · 克 朗 夫 弯 刀 
itm_vanklumpf_falchion_pl|凡 · 克 朗 夫 弯 刀 
itm_paladin_sword|圣 骑 士 剑 
itm_paladin_sword_pl|圣 骑 士 剑 
itm_amazon_cudgel|亚 马 逊 锤 
itm_amazon_cudgel_pl|亚 马 逊 锤 
itm_amazon_hatchet|亚 马 逊 短 斧 
itm_amazon_hatchet_pl|亚 马 逊 短 斧 
itm_amazon_spear|黑 曜 石 长 矛 
itm_amazon_spear_pl|黑 曜 石 长 矛 
itm_amazon_maul|亚 马 逊 短 棍 
itm_amazon_maul_pl|亚 马 逊 短 棍 
itm_basehuitl|巴 塞 惠 特 尔
itm_basehuitl_pl|巴 塞 惠 特 尔
itm_basehuitl_elite|装 饰 华 丽 的 巴 塞 惠 特 尔
itm_basehuitl_elite_pl|装 饰 华 丽 的 巴 塞 惠 特 尔
itm_kama|镰 
itm_kama_pl|镰 
itm_heavy_tanto|重 型 短 刀
itm_heavy_tanto_pl|重 型 短 刀
itm_tanto|直 刀 
itm_tanto_pl|直 刀 
itm_yari|足 轻 长 枪 
itm_yari_pl|足 轻 长 枪 
itm_gunso_yari|军 曹 长 枪 
itm_gunso_yari_pl|军 曹 长 枪 
itm_pirate_sword|海 盗 剑 
itm_pirate_sword_pl|海 盗 剑 
itm_pirate_smallsword|小 刀 
itm_pirate_smallsword_pl|小 刀 
itm_pirate_sword3|海 盗 剑 
itm_pirate_sword3_pl|海 盗 剑 
itm_pirate_cutlass|海 盗 双 剑 
itm_pirate_cutlass_pl|海 盗 双 剑 
itm_pirate_cutlass_lefthand|海 盗 左 手 剑 
itm_pirate_cutlass_lefthand_pl|海 盗 左 手 剑 
itm_captain_sword|船 长 剑 
itm_captain_sword_pl|船 长 剑 
itm_sword_khergit_1|弯 刀 
itm_sword_khergit_1_pl|弯 刀 
